,name,rating,genre,rating_count,duration,description
126,Taxi Driver,8.2,"Crime, Drama",942754,1H54M,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action."
127,Dangal,8.3,"Action, Biography, Drama",216725,2H41M,"Mahavir Singh Phogat, a former wrestler, decides to fulfill his dream of winning a gold medal for his country by training his daughters for the Commonwealth Games despite the existing social stigmas."
128,Batman Begins,8.2,"Action, Crime, Drama",1606039,2H20M,"After witnessing his parents&apos; death, Bruce learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city."
129,The Wolf of Wall Street,8.2,"Biography, Comedy, Crime",1623880,3H,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government."
130,Per qualche dollaro in più,8.2,"Drama, Western",280090,2H12M,Two bounty killers with similar intentions but different motivations team up to track down a psychotic Mexican outlaw before he and his gang can carry out an audacious bank robbery.
131,Green Book,8.2,"Biography, Comedy, Drama",595828,2H10M,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.
132,Some Like It Hot,8.2,"Comedy, Music, Romance",287636,2H1M,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in."
133,The Truman Show,8.2,"Comedy, Drama",1229490,1H43M,An insurance salesman discovers his whole life is actually a reality TV show.
134,Judgment at Nuremberg,8.3,"Drama, War",87319,2H59M,"Fictionalized depiction of the 1947 Judges&apos; Trial, the third of twelve trials of Nazi war criminals conducted by the American occupying forces in Nuremberg, Germany, in which former judges of Nazi Germany were tried for their acti..."
135,The Kid,8.2,"Comedy, Drama, Family",137214,1H8M,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy."
136,The Father,8.2,"Drama, Mystery",201087,1H37M,"A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality."
137,All About Eve,8.2,Drama,140793,2H18M,Seemingly timid but secretly ruthless ingenue Eve Harrington insinuates herself into the lives of aging Broadway star Margo Channing and her circle of theater friends in this Oscar-winning story.
138,Shutter Island,8.2,"Drama, Mystery, Thriller",1494145,2H18M,"Teddy Daniels and Chuck Aule, two US marshals, are sent to an asylum on a remote island in order to investigate the disappearance of a patient, where Teddy uncovers a shocking truth about the place."
139,There Will Be Blood,8.2,Drama,652278,2H38M,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business."
140,Jurassic Park,8.2,"Action, Adventure, Sci-Fi",1088388,2H7M,"An industrialist invites some experts to visit his theme park of cloned dinosaurs. After a power failure, the creatures run loose, putting everyone&apos;s lives, including his grandchildren&apos;s, in danger."
141,Casino,8.2,"Crime, Drama",574889,2H58M,"In Las Vegas, two best friends - a casino executive and a mafia enforcer - compete for a gambling empire and a fast-living, fast-loving socialite."
142,Top Gun: Maverick,8.2,"Action, Drama",733630,2H10M,"The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission."
143,The Sixth Sense,8.2,"Drama, Mystery, Thriller",1071579,1H47M,A child psychologist starts treating a young boy with a disturbing secret.
144,Ran,8.2,"Action, Drama, War",138873,2H40M,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him."
145,El laberinto del fauno,8.2,"Drama, Fantasy, War",711411,1H58M,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world."
146,Unforgiven,8.2,"Drama, Western",442607,2H10M,Retired Old West gunslinger Will Munny reluctantly takes on one last job to avenge an injustice with the help of his old partner and a newer outlaw known simply as The Schofield Kid.
147,No Country for Old Men,8.2,"Crime, Drama, Thriller",1084637,2H2M,Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande.
148,The Thing,8.2,"Horror, Mystery, Sci-Fi",478872,1H49M,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.
149,A Beautiful Mind,8.2,"Biography, Drama, Mystery",1001380,2H15M,"A mathematical genius, John Nash made an astonishing discovery early in his career and stood on the brink of international acclaim. But the handsome and arrogant Nash soon found himself on a harrowing journey of self-discovery."
150,Kill Bill: Vol. 1,8.2,"Action, Crime, Thriller",1217955,1H51M,"After waking from a 4-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her."
151,The Treasure of the Sierra Madre,8.2,"Adventure, Drama, Western",134191,2H6M,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.
152,Yôjinbô,8.2,"Action, Drama, Thriller",133743,1H50M,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.
153,The Great Escape,8.2,"Adventure, Drama, Thriller",262483,2H52M,Allied prisoners of war plan for several hundred of their men to escape from a German camp during World War II.
154,Monty Python and the Holy Grail,8.2,"Adventure, Comedy, Fantasy",577245,1H31M,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles."
155,Finding Nemo,8.2,"Animation, Adventure, Comedy",1132000,1H40M,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
156,Prisoners,8.2,"Crime, Drama, Mystery",833978,2H33M,"Keller Dover is facing every parent&apos;s worst nightmare. His six-year-old daughter, Anna, is missing, together with her friend, Joy, and as minutes turn to hours, panic sets in. The only lead is an RV that had been parked on their s..."
157,Hauru no ugoku shiro,8.2,"Animation, Adventure, Family",463482,1H59M,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle."
158,The Elephant Man,8.2,"Biography, Drama",262588,2H4M,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication."
159,Rashômon,8.2,"Crime, Drama, Mystery",183990,1H28M,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai&apos;s ghost and a woodcutter."
160,Dial M for Murder,8.2,"Crime, Thriller",192443,1H45M,A former tennis star arranges the murder of his adulterous wife.
161,Chinatown,8.1,"Drama, Mystery, Thriller",355228,2H10M,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder."
162,Gone with the Wind,8.2,"Drama, Romance, War",338779,3H58M,A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.
163,El secreto de sus ojos,8.2,"Drama, Mystery, Romance",226041,2H9M,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.
164,"Lock, Stock and Two Smoking Barrels",8.1,"Action, Comedy, Crime",624088,1H47M,"Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds."
165,Inside Out,8.1,"Animation, Adventure, Comedy",832578,1H35M,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school."
166,V for Vendetta,8.1,"Action, Drama, Sci-Fi",1193399,2H12M,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of &quot;V&quot;, plots to overthrow the tyrannical government - with the help of a young woman."
167,"Three Billboards Outside Ebbing, Missouri",8.1,"Comedy, Crime, Drama",565567,1H55M,A mother personally challenges the local authorities to solve her daughter&apos;s murder when they fail to catch the culprit.
168,Raging Bull,8.1,"Biography, Drama, Sport",385921,2H9M,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it."
169,Trainspotting,8.1,Drama,735551,1H33M,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends."
170,The Bridge on the River Kwai,8.1,"Adventure, Drama, War",236684,2H41M,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it."
171,Klaus,8.2,"Animation, Adventure, Comedy",195324,1H36M,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg&apos;s new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions."
172,Catch Me If You Can,8.1,"Biography, Crime, Drama",1122813,2H21M,"Barely 17 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit."
173,Fargo,8.1,"Crime, Thriller",737421,1H38M,Minnesota car salesman Jerry Lundegaard&apos;s inept crime falls apart due to his and his henchmen&apos;s bungling and the persistent police work of the quite pregnant Marge Gunderson.
174,Warrior,8.1,"Action, Drama, Sport",504051,2H20M,"The youngest son of an alcoholic former boxer returns home, where he&apos;s trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother."
175,Spider-Man: No Way Home,8.2,"Action, Adventure, Fantasy",908479,2H28M,"With Spider-Man&apos;s identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear."
176,Gran Torino,8.1,Drama,824536,1H56M,"After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself."
177,Harry Potter and the Deathly Hallows - Part 2,8.1,"Adventure, Family, Fantasy",966758,2H10M,"Harry, Ron, and Hermione search for Voldemort&apos;s remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts."
178,Million Dollar Baby,8.1,"Drama, Sport",730865,2H12M,"Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond."
179,Tonari no Totoro,8.1,"Animation, Comedy, Family",391419,1H26M,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby."
180,Mad Max: Fury Road,8.1,"Action, Adventure, Sci-Fi",1133249,2H,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max."
181,Bacheha-ye aseman,8.2,"Drama, Family, Sport",82520,1H29M,"After a boy loses his sister&apos;s pair of shoes, he goes on a series of adventures in order to find them. When he can&apos;t, he tries a new way to &quot;win&quot; a new pair."
182,Ben-Hur,8.1,"Adventure, Drama",256971,3H32M,"A Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, but it&apos;s not long before he regains his freedom and comes back for revenge."
183,12 Years a Slave,8.1,"Biography, Drama, History",750598,2H14M,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery."
184,Barry Lyndon,8.1,"Adventure, Drama, War",186836,3H5M,An Irish rogue wins the heart of a rich widow and assumes her dead husband&apos;s aristocratic position in 18th-century England.
185,Before Sunrise,8.1,"Drama, Romance",347374,1H41M,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together."
186,Blade Runner,8.1,"Action, Drama, Sci-Fi",835669,1H57M,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.
187,The Grand Budapest Hotel,8.1,"Adventure, Comedy, Crime",902397,1H39M,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel&apos;s glorious years under an exceptional concierge."
188,Hacksaw Ridge,8.1,"Biography, Drama, History",612152,2H19M,"World War II American Army Medic Desmond T. Doss, serving during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot."
189,Gone Girl,8.1,"Drama, Mystery, Thriller",1089435,2H29M,"With his wife&apos;s disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it&apos;s suspected that he may not be innocent."
190,Dead Poets Society,8.1,"Comedy, Drama",563147,2H8M,"Maverick teacher John Keating returns in 1959 to the prestigious New England boys&apos; boarding school where he was once a star student, using poetry to embolden his pupils to new heights of self-expression."
191,Maharaja,8.5,"Action, Crime, Drama",48731,2H21M,"A barber seeks vengeance after his home is burglarized, cryptically telling police his &quot;lakshmi&quot; has been taken, leaving them uncertain if it&apos;s a person or object. His quest to recover the elusive &quot;lakshmi&quot; unfolds."
192,Salinui chueok,8.1,"Crime, Drama, Mystery",223739,2H12M,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit."
193,In the Name of the Father,8.1,"Biography, Crime, Drama",190281,2H13M,"An Irish man&apos;s coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. Meanwhile, a British lawyer fights to clear their names and free them."
194,The Gold Rush,8.1,"Adventure, Comedy, Drama",120406,1H35M,"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall."
195,"Monsters, Inc.",8.1,"Animation, Adventure, Comedy",999147,1H32M,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think."
196,Relatos salvajes,8.1,"Comedy, Drama, Thriller",220993,2H2M,Six short stories that explore the extremities of human behavior involving people in distress.
197,The Deer Hunter,8.1,"Drama, War",367506,3H3M,An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.
198,The General,8.1,"Action, Adventure, Comedy",99775,1H18M,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through ene..."
199,Sherlock Jr.,8.2,"Action, Comedy, Romance",58685,45M,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend&apos;s father&apos;s pocketwatch."
200,Ratatouille,8.1,"Animation, Adventure, Comedy",850117,1H51M,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.
201,Jaws,8.1,"Adventure, Drama, Thriller",675718,2H4M,"When a massive killer shark unleashes chaos on a beach community off Long Island, it&apos;s up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down."
202,How to Train Your Dragon,8.1,"Animation, Action, Adventure",816520,1H38M,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed."
203,On the Waterfront,8.1,"Crime, Drama, Thriller",167767,1H48M,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate&apos;s victims."
204,Mary and Max.,8.1,"Animation, Comedy, Drama",189389,1H32M,"In 1976 Melbourne, a lonely 8-year-old girl strikes up a correspondence with an unlikely pen pal: a severely obese 44-year-old New Yorker with Asperger&apos;s syndrome."
205,Le salaire de la peur,8.1,"Adventure, Drama, Thriller",67878,2H11M,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe."
206,Ford v Ferrari,8.1,"Action, Biography, Drama",496964,2H32M,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.
207,Smultronstället,8.1,"Drama, Romance",116943,1H32M,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence."
208,The Third Man,8.1,"Film-Noir, Mystery, Thriller",185055,1H33M,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime."
209,Mr. Smith Goes to Washington,8.1,"Comedy, Drama",123042,2H9M,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his c..."
210,Logan,8.1,"Action, Drama, Sci-Fi",862596,2H17M,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety."
211,Rocky,8.1,"Drama, Sport",640997,2H,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.
212,Tôkyô monogatari,8.1,Drama,70408,2H16M,"An old couple visit their children and grandchildren in the city, but receive little attention."
213,The Big Lebowski,8.1,"Comedy, Crime",872572,1H57M,"Jeff &quot;The Dude&quot; Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it."
214,Det sjunde inseglet,8.1,"Drama, Fantasy",202191,1H36M,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague."
215,Room,8.1,"Drama, Thriller",458121,1H58M,"A little boy is held captive in a room with his mother since his birth, so he has never known the world outside."
216,Spotlight,8.1,"Biography, Crime, Drama",508497,2H9M,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core."
217,The Terminator,8.1,"Action, Adventure, Sci-Fi",941793,1H47M,"A cyborg assassin from the future attempts to find and kill Sarah Connor, a waitress who is destined to give birth to a man who will save humankind from extinction."
218,Hotel Rwanda,8.1,"Biography, Drama, History",377239,2H1M,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa."
219,Platoon,8.1,"Drama, War",446068,2H,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict."
220,Pirates of the Caribbean: The Curse of the Black Pearl,8.1,"Action, Adventure, Fantasy",1232950,2H23M,"Blacksmith Will Turner teams up with eccentric pirate &quot;Captain&quot; Jack Sparrow to save Elizabeth Swann, the governor&apos;s daughter and his love, from Jack&apos;s former pirate allies, who are now undead."
221,La haine,8.1,"Crime, Drama",202379,1H38M,24 hours in the lives of three young men in the French suburbs the day after a violent riot.
222,Before Sunset,8.1,"Drama, Romance",293685,1H20M,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse&apos;s book tour."
223,La passion de Jeanne d&apos;Arc,8.1,"Biography, Drama, History",62166,1H54M,"In 1431, Jeanne d&apos;Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions."
224,Jai Bhim,8.7,"Crime, Drama, Mystery",220567,2H44M,"When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice."
225,The Best Years of Our Lives,8.1,"Drama, Romance, War",71940,2H50M,"Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed."
226,The Exorcist,8.1,Horror,464445,2H2M,"When a mysterious entity possesses a young girl, her mother seeks the help of two Catholic priests to save her life."
227,Rush,8.1,"Action, Biography, Drama",522013,2H3M,"James Hunt and Niki Lauda, two extremely skilled Formula One racers, have an intense rivalry with each other. However, it is their enmity that pushes them to their limits."
228,The Incredibles,8.0,"Animation, Action, Adventure",828161,1H55M,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world."
229,The Wizard of Oz,8.1,"Adventure, Family, Fantasy",435390,1H42M,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others..."
230,Network,8.1,Drama,173781,2H1M,"A television network cynically exploits a deranged former anchor&apos;s ravings and revelations about mass media for its own profit, but finds that his message may be difficult to control."
231,Stand by Me,8.1,"Adventure, Comedy, Drama",451096,1H29M,A writer recounts a childhood journey with his friends to find the body of a missing boy.
232,Hachi: A Dog&apos;s Tale,8.1,"Biography, Drama, Family",317986,1H33M,"Professor Wilson discovers a lost Akita puppy on his way home. Despite objections from his wife, Hachi endears himself to the family and grows to be Parker&apos;s loyal companion. As their bond grows deeper, a beautiful relationship un..."
233,The Sound of Music,8.1,"Biography, Drama, Family",266410,2H52M,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.
234,Babam ve Oglum,8.2,"Drama, Family",94475,1H52M,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.
235,Ah-ga-ssi,8.1,"Drama, Romance, Thriller",178935,2H25M,"In 1930s Korea, a girl is hired as a handmaiden to a Japanese heiress who lives a secluded life on a countryside estate. But the maid has a secret: She is a pickpocket recruited by a swindler to help seduce the Lady and steal her ..."
236,To Be or Not to Be,8.1,"Comedy, Romance, War",44412,1H39M,"During the German occupation of Poland, an acting troupe becomes embroiled in a Polish soldier&apos;s efforts to track down a German spy."
237,Into the Wild,8.1,"Adventure, Biography, Drama",666383,2H28M,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness."
238,La battaglia di Algeri,8.1,"Drama, War",67113,2H1M,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government."
239,The Grapes of Wrath,8.1,Drama,101538,2H9M,"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression."
240,Groundhog Day,8.0,"Comedy, Drama, Fantasy",696738,1H41M,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day."
241,The Iron Giant,8.1,"Animation, Action, Adventure",234210,1H26M,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.
242,Amores perros,8.0,"Drama, Thriller",256053,2H34M,"An amateur dog fighter, a supermodel, and a derelict assassin, all separately struggling to find love, find their lives transformed by a devastating car wreck in Mexico City."
243,Rebecca,8.1,"Drama, Mystery, Romance",149106,2H10M,A self-conscious woman juggles adjusting to her new role as an aristocrat&apos;s wife and avoiding being intimidated by his first wife&apos;s spectral presence.
244,The Help,8.1,Drama,501045,2H26M,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids&apos; point of view on the white families for which they work, and the hardships they go through on a daily b..."
245,Cool Hand Luke,8.1,"Crime, Drama",191250,2H7M,"A laid-back Southern man is sentenced to two years in a rural prison, but refuses to conform."
246,It Happened One Night,8.1,"Comedy, Romance",114386,1H45M,A rogue reporter trailing a runaway heiress for a big story joins her on a bus heading from Florida to New York and they end up stuck with each other when the bus leaves them behind at one of the stops along the way.
247,Gangs of Wasseypur,8.2,"Action, Comedy, Crime",105594,5H21M,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations."
248,Drishyam,8.2,"Crime, Drama, Mystery",97721,2H43M,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime."
249,"Paris, Texas",8.1,Drama,124466,2H25M,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family."
